N,P,K,temperature,humidity,ph,rainfall,label
69.5,58.4,20.5,25.4,60.59,6.84,65.73,maize
94.7,22.9,63.4,27.67,92.65,6.6,29.27,muskmelon
20.1,62.4,92.2,18.16,17.04,6.72,70.82,chickpea
16.0,130.8,204.4,27.23,76.79,5.88,74.04,grapes
17.2,23.4,39.8,28.86,92.91,7.35,175.19,coconut
116.2,31.4,39.5,24.1,61.6,7.5,169.46,coffee
93.9,20.9,34.5,20.15,55.68,6.09,171.28,coffee
93.6,40.8,31.8,22.63,70.97,5.53,94.78,cotton
74.3,38.4,40.9,21.69,91.04,5.65,298.03,rice
12.9,16.8,22.8,26.9,86.49,7.74,109.05,orange
14.6,132.7,201.1,32.77,78.26,5.63,74.68,grapes
16.8,125.4,201.7,28.3,82.13,6.38,71.14,grapes
23.9,74.0,17.8,28.49,49.1,5.11,122.11,pigeonpeas
95.8,54.1,27.3,18.6,62.96,5.8,104.25,maize
117.9,88.1,56.6,24.32,75.7,6.45,125.1,banana
33.7,66.9,79.1,15.66,19.56,6.49,79.36,chickpea
93.4,85.3,55.6,24.68,88.67,5.87,103.64,banana
38.4,58.0,24.9,33.24,79.43,7.45,75.7,mungbean
17.1,8.1,18.8,31.32,91.41,7.23,116.6,orange
94.4,26.5,61.3,31.33,60.96,6.95,44.55,watermelon
42.2,68.2,54.1,33.47,86.48,6.51,91.76,papaya
26.2,63.2,20.9,18.88,68.61,6.04,73.75,lentil
16.8,24.8,10.1,23.02,88.54,6.71,125.27,orange
26.9,138.1,199.1,23.16,79.97,5.54,86.78,grapes
15.9,68.4,27.2,30.39,33.03,6.12,190.46,pigeonpeas
95.6,40.1,37.5,21.13,86.57,5.57,219.84,rice
23.1,51.3,23.3,26.85,45.66,9.78,45.09,mothbeans
33.3,74.8,29.0,23.21,26.33,6.16,113.9,kidneybeans
19.5,29.1,32.9,24.21,92.24,7.39,121.38,coconut
16.9,14.8,38.0,18.13,92.72,6.26,100.88,pomegranate
34.3,69.2,24.3,29.56,86.82,6.75,85.25,blackgram
32.9,63.1,28.7,34.46,67.34,6.2,55.11,mungbean
20.0,70.3,71.4,17.76,29.14,6.13,93.57,chickpea
32.4,65.9,28.2,28.16,33.94,5.72,187.5,pigeonpeas
32.2,79.8,92.9,20.74,34.12,6.4,64.37,chickpea
23.2,38.4,28.1,31.36,64.94,6.64,54.36,mungbean
23.8,27.7,34.1,24.43,93.15,7.47,117.61,pomegranate
16.2,55.1,27.9,26.63,84.37,7.28,85.72,mungbean
16.7,81.3,20.8,20.42,34.36,5.57,98.9,kidneybeans
13.5,18.4,45.9,21.25,90.38,7.49,107.98,pomegranate
110.4,29.2,31.6,19.03,55.3,6.2,170.63,coffee
91.7,73.9,62.1,27.87,88.34,6.44,104.29,banana
18.5,76.5,21.6,19.04,64.11,6.51,40.69,lentil
86.5,29.7,61.8,30.31,61.6,6.54,44.11,watermelon
107.8,71.7,50.7,30.19,76.2,6.36,107.35,banana
27.4,24.6,35.6,24.82,97.1,6.23,128.57,coconut
30.2,60.9,18.8,16.74,88.74,7.21,45.37,lentil
20.0,21.7,30.9,24.74,62.91,6.88,84.86,mango
19.1,79.1,26.9,16.27,71.96,5.84,46.46,lentil
99.6,25.4,29.0,27.36,54.55,6.61,160.85,coffee
82.4,56.3,38.1,21.61,75.58,7.01,243.05,rice
31.6,62.7,16.9,25.59,69.16,6.24,65.22,blackgram
39.6,43.8,19.4,26.84,49.76,5.14,66.61,mothbeans
11.2,127.1,198.5,29.61,81.24,5.74,75.1,grapes
92.5,16.0,46.0,30.21,92.46,6.67,26.44,muskmelon
104.5,24.5,33.4,26.87,54.9,6.6,173.04,coffee
80.6,11.2,62.8,31.08,88.57,6.89,25.94,muskmelon
93.4,59.5,40.5,22.06,80.45,5.54,287.14,rice
20.0,61.3,25.3,27.2,73.16,7.17,83.52,blackgram
37.5,62.8,15.1,25.75,67.51,7.0,84.41,mungbean
24.3,35.8,18.3,32.8,66.04,6.12,63.72,mungbean
38.4,63.2,17.6,31.0,55.81,5.14,32.69,mothbeans
87.8,70.3,49.8,28.79,78.47,6.01,171.03,banana
19.3,64.5,21.4,18.09,68.42,7.44,41.9,lentil
39.2,68.2,19.2,22.98,21.53,5.8,73.95,kidneybeans
113.9,19.9,39.8,25.81,57.95,6.58,196.05,coffee
20.4,135.8,194.8,22.6,90.64,6.36,126.84,apple
103.0,27.9,60.8,25.56,66.99,6.33,40.28,watermelon
29.5,16.8,15.2,23.89,87.15,7.44,102.54,orange
96.8,14.9,64.5,30.37,63.26,6.15,63.56,watermelon
17.7,26.7,49.3,21.07,88.93,7.27,108.54,pomegranate
35.9,41.5,16.8,30.81,35.48,9.84,63.7,mothbeans
18.4,64.3,29.5,25.31,40.48,4.15,40.87,mothbeans
102.5,30.2,42.3,24.03,66.32,6.47,166.0,coffee
19.0,24.5,24.8,26.05,86.27,7.01,115.87,orange
21.2,29.3,39.6,31.33,62.42,7.24,103.16,mango
21.9,11.2,40.4,29.02,90.18,6.72,169.15,coconut
11.9,17.6,34.1,27.28,98.36,6.26,126.37,coconut
23.8,29.3,35.2,29.11,95.76,6.47,204.6,coconut
20.8,81.9,18.8,21.09,34.83,7.08,145.01,pigeonpeas
79.5,58.1,28.7,22.01,56.84,7.49,85.57,maize
87.9,51.1,37.2,23.52,91.19,7.12,280.06,rice
60.3,46.9,45.9,28.67,79.48,6.97,195.35,jute
29.3,65.2,24.7,18.96,61.41,4.86,126.06,pigeonpeas
88.5,56.9,40.2,26.39,77.14,6.39,229.89,rice
102.2,18.4,25.0,26.69,63.43,6.15,196.49,coffee
21.2,68.5,15.3,21.41,72.42,6.04,44.31,lentil
24.2,13.3,28.6,28.08,95.05,5.77,140.19,coconut
28.9,24.1,39.6,25.38,96.04,6.56,218.25,coconut
17.2,128.8,193.5,30.83,84.55,5.91,88.57,grapes
31.5,83.5,25.9,25.52,86.53,7.29,73.3,blackgram
18.7,63.7,19.6,20.22,79.91,6.26,67.38,lentil
98.2,35.5,18.9,18.07,66.19,7.3,74.61,maize
22.8,71.1,27.6,24.89,32.79,5.87,71.71,kidneybeans
23.9,17.2,36.3,26.74,53.63,6.77,90.28,mango
37.1,74.8,18.2,23.63,32.72,5.7,104.25,kidneybeans
14.3,25.7,43.5,29.08,91.06,7.29,199.25,coconut
11.5,123.3,197.7,33.8,81.93,6.37,70.99,grapes
14.3,15.4,33.4,23.03,92.7,6.69,114.28,pomegranate
94.7,80.9,64.2,26.44,86.33,6.25,121.24,banana
18.7,137.3,204.8,15.76,94.21,6.47,118.18,apple
94.6,37.3,27.8,30.15,80.05,7.54,93.29,cotton
81.8,19.8,60.5,25.21,67.23,6.24,66.02,watermelon
118.4,85.1,63.3,29.07,85.84,5.59,117.6,banana
36.2,68.6,21.4,16.57,72.79,6.57,36.01,lentil
43.5,66.0,61.9,29.73,92.84,6.75,85.74,papaya
11.9,22.1,39.0,24.57,86.23,6.32,100.59,pomegranate
98.3,10.1,64.8,27.55,93.48,6.53,21.3,muskmelon
20.9,26.7,42.7,27.56,95.08,6.33,164.94,coconut
16.1,24.5,34.0,31.79,57.47,6.79,108.56,mango
25.6,70.4,17.6,31.63,85.58,6.39,74.75,blackgram
86.9,80.2,53.2,25.49,86.45,5.6,128.1,banana
13.7,24.4,19.3,29.18,85.13,6.71,122.28,orange
35.2,42.4,15.9,26.32,85.76,6.95,52.66,mungbean
35.7,54.9,53.8,24.5,89.5,6.16,84.72,papaya
24.7,64.0,25.5,24.67,60.2,6.62,32.75,mothbeans
99.7,62.8,25.8,25.58,63.02,6.75,65.35,maize
37.8,73.3,23.2,21.5,42.01,7.06,151.51,pigeonpeas
88.9,20.4,27.9,22.1,51.5,7.13,205.14,coffee
29.6,84.3,23.0,34.05,62.49,6.29,73.22,blackgram
25.0,10.1,42.2,26.74,99.47,5.64,168.62,coconut
18.0,6.7,10.8,24.24,87.76,6.44,115.82,orange
35.1,84.9,18.8,19.37,75.61,6.09,35.69,lentil
40.0,73.2,21.1,27.25,67.71,6.72,71.02,blackgram
93.7,18.0,56.9,28.44,88.03,6.56,26.69,muskmelon
15.6,81.9,18.2,27.28,68.39,6.19,79.18,blackgram
48.7,51.4,63.7,32.36,85.56,7.0,95.59,papaya
19.9,79.5,27.0,29.86,68.95,6.96,68.64,blackgram
15.3,24.3,37.9,22.74,89.76,7.49,114.58,pomegranate
18.2,15.2,31.4,25.19,90.04,7.44,214.35,coconut
18.4,39.4,25.5,29.14,57.4,9.59,57.68,mothbeans
81.7,56.2,44.6,29.68,88.18,6.88,277.38,rice
80.8,34.5,29.4,24.64,58.7,6.09,183.05,coffee
18.7,39.8,26.9,28.93,31.57,7.55,42.36,mothbeans
36.4,75.0,21.5,31.34,55.17,7.29,148.03,pigeonpeas
78.8,39.6,41.9,29.24,79.37,6.15,173.43,jute
23.4,23.8,19.8,24.2,94.33,6.96,116.84,orange
95.5,54.4,20.7,25.34,71.53,7.19,115.14,maize
78.7,42.4,35.5,20.68,92.29,7.13,299.96,rice
14.6,7.1,7.8,23.71,88.21,6.85,129.47,orange
48.7,70.9,77.3,20.01,28.59,6.15,70.99,chickpea
67.7,52.0,48.8,24.91,75.12,6.22,186.84,jute
84.6,19.1,62.5,28.99,93.78,6.2,21.67,muskmelon
70.3,46.0,35.6,24.11,76.44,7.28,169.05,jute
44.2,68.8,86.4,19.33,15.88,6.33,77.82,chickpea
26.5,12.1,40.1,22.88,90.87,7.25,101.45,pomegranate
22.6,29.9,44.9,30.86,90.64,7.41,181.27,coconut
16.8,137.1,198.9,28.18,75.51,5.99,68.88,grapes
24.7,62.2,16.4,18.15,16.93,5.68,119.24,kidneybeans
92.2,28.5,52.1,28.21,94.82,6.2,20.65,muskmelon
25.6,70.5,20.5,22.41,83.53,7.03,67.52,lentil
25.0,125.3,197.4,15.57,76.37,5.67,61.63,grapes
18.2,40.4,22.4,24.66,36.86,9.63,69.06,mothbeans
102.1,16.6,35.5,25.91,51.62,7.33,190.48,coffee
35.2,133.9,193.6,21.47,94.93,6.12,101.07,apple
103.0,96.7,58.0,26.75,87.82,5.97,169.49,banana
94.0,39.5,33.4,26.68,93.72,6.89,235.51,rice
20.0,11.2,38.7,29.63,93.58,7.26,184.4,coconut
17.8,19.1,29.8,24.63,90.24,6.0,129.16,coconut
102.4,21.3,46.7,26.3,87.19,6.26,25.65,muskmelon
27.4,21.8,38.3,28.78,92.03,6.36,189.59,coconut
39.2,62.4,17.5,26.21,62.56,7.36,49.68,mungbean
107.9,77.7,56.3,27.33,77.07,6.09,125.18,banana
27.4,67.6,21.2,27.31,64.09,6.3,61.66,blackgram
104.6,28.2,61.3,27.14,90.87,6.91,23.21,muskmelon
27.7,15.2,17.9,21.7,89.68,7.81,127.92,orange
24.5,140.2,196.7,18.4,80.81,5.98,81.87,grapes
15.0,82.5,27.7,28.39,35.87,4.86,97.44,pigeonpeas
36.1,62.9,21.3,18.56,45.72,6.23,152.8,pigeonpeas
22.1,83.2,85.2,19.09,31.22,7.67,73.29,chickpea
85.6,80.4,52.8,27.11,88.94,6.37,110.76,banana
99.3,83.5,53.5,27.09,89.18,6.05,176.25,banana
24.4,53.8,17.2,30.58,38.23,7.74,46.21,mothbeans
18.1,81.3,29.6,20.48,55.27,4.62,134.6,pigeonpeas
87.9,57.7,44.1,21.83,86.53,6.71,213.62,rice
29.1,64.8,91.4,23.17,18.63,6.74,96.08,chickpea
98.0,92.3,54.3,24.28,77.99,5.93,160.44,banana
35.6,71.4,60.0,31.85,91.52,6.51,52.0,papaya
86.1,28.3,30.3,21.57,68.81,6.36,156.65,coffee
79.4,48.5,37.4,25.55,89.95,5.57,187.87,rice
90.3,16.7,64.7,28.17,57.81,6.22,54.46,watermelon
18.2,43.9,26.7,27.77,37.96,4.58,43.31,mothbeans
23.5,13.6,7.3,27.14,87.18,6.35,110.75,orange
84.8,82.5,46.5,22.99,81.24,5.81,174.04,banana
63.0,40.8,32.3,30.36,87.47,6.16,159.53,rice
24.6,21.6,19.9,25.72,89.27,7.8,119.53,orange
77.5,56.9,30.3,19.43,65.26,5.77,105.08,maize
37.8,66.0,20.6,28.84,85.1,6.98,78.43,blackgram
27.2,68.9,26.8,33.22,76.63,6.27,74.03,blackgram
21.8,21.1,43.1,21.48,85.32,6.92,114.32,pomegranate
99.2,50.2,39.4,26.87,81.46,6.14,196.5,jute
68.5,46.9,47.3,24.57,70.38,6.98,152.67,jute
10.4,14.6,26.4,30.34,97.37,7.3,143.64,coconut
114.3,41.6,25.7,24.24,70.19,7.03,62.04,cotton
117.5,92.1,54.2,27.69,85.39,6.09,170.3,banana
29.3,6.4,14.4,24.32,85.93,6.75,109.51,orange
14.7,21.1,34.1,28.43,91.22,7.1,198.41,coconut
19.3,21.8,30.2,26.6,99.32,6.86,202.66,coconut
12.1,34.3,43.8,26.13,48.23,5.98,100.62,mango
24.2,58.1,27.2,27.2,63.15,6.14,60.87,mothbeans
90.8,21.3,49.8,31.92,90.01,6.19,24.77,muskmelon
27.5,64.4,16.5,26.42,52.34,5.78,67.13,mothbeans
30.2,76.0,27.6,23.03,34.22,6.04,89.31,kidneybeans
26.9,132.9,202.8,24.45,86.12,5.95,105.77,apple
23.6,22.0,29.3,28.12,50.44,5.68,113.21,mango
40.1,75.4,80.9,20.94,15.2,7.27,96.53,chickpea
19.6,79.8,19.3,24.27,34.4,6.07,68.58,kidneybeans
33.1,61.9,15.0,22.15,65.14,5.71,45.69,lentil
16.7,35.8,18.7,33.81,72.48,7.08,85.91,mungbean
82.8,50.8,33.7,30.46,87.36,6.78,195.63,jute
83.3,39.6,42.1,23.51,82.18,6.83,182.76,jute
12.7,26.0,37.1,31.76,58.6,6.08,93.21,mango
37.5,67.2,54.6,27.9,93.51,6.71,42.63,papaya
29.8,28.1,35.8,32.42,61.8,7.11,80.66,mango
106.1,24.9,49.4,24.58,69.31,6.39,62.98,watermelon
42.9,66.6,85.3,19.92,26.55,7.73,99.23,chickpea
99.6,29.6,32.6,21.47,66.83,6.05,218.23,coffee
32.6,76.6,25.9,15.0,88.62,7.13,75.68,lentil
113.3,96.9,53.3,22.18,87.93,5.67,149.75,banana
25.4,58.5,24.2,24.38,28.24,5.58,81.28,kidneybeans
21.6,127.0,196.0,19.41,88.14,5.87,118.62,apple
13.1,10.4,12.9,19.76,87.28,7.61,119.15,orange
24.4,12.0,24.9,20.14,87.39,7.14,125.05,orange
22.3,145.5,199.2,15.24,89.95,5.58,129.56,apple
31.8,80.4,15.1,19.03,87.22,6.98,59.43,lentil
75.2,50.0,41.6,28.73,77.04,6.47,180.58,jute
22.4,52.1,26.2,28.79,69.08,6.69,80.9,mungbean
27.6,19.3,44.4,25.57,47.02,5.72,102.93,mango
103.1,23.4,62.1,31.57,90.8,6.24,23.99,muskmelon
35.1,42.4,28.5,34.11,88.3,6.78,73.85,mungbean
19.1,75.7,22.7,27.0,69.59,6.89,62.17,blackgram
110.4,45.2,22.2,25.14,79.24,5.9,60.65,cotton
18.4,28.8,25.7,29.97,96.43,6.0,170.73,coconut
16.5,47.4,23.2,29.36,82.46,7.24,78.56,mungbean
14.3,23.0,35.2,32.91,61.78,7.32,100.37,mango
69.3,36.3,15.4,26.89,60.69,6.27,100.78,maize
73.0,41.7,40.9,30.24,76.22,6.29,173.77,jute
22.4,61.3,26.5,17.53,32.31,5.6,67.56,kidneybeans
20.4,10.1,36.3,22.74,89.84,7.47,117.48,pomegranate
33.4,72.9,28.2,18.69,39.0,5.9,114.97,pigeonpeas
33.0,78.0,16.4,20.14,66.95,5.86,71.46,lentil
16.6,51.5,23.9,29.22,38.95,5.87,63.75,mothbeans
16.0,67.3,17.0,15.22,22.21,6.28,93.97,kidneybeans
39.5,84.0,20.9,22.28,21.92,6.17,108.33,kidneybeans
26.3,78.8,27.6,31.55,66.85,6.41,69.45,blackgram
36.9,59.7,21.8,31.06,80.76,6.57,86.07,blackgram
25.2,64.8,21.8,22.62,17.52,5.7,117.09,kidneybeans
28.7,69.3,28.8,19.02,39.82,5.55,176.07,pigeonpeas
18.7,11.5,28.5,25.11,93.66,6.49,126.3,coconut
10.3,31.3,32.2,30.38,46.48,5.85,115.59,mango
31.2,35.6,24.8,31.19,69.3,6.13,44.55,mungbean
28.6,127.7,195.4,23.23,77.43,5.63,85.72,grapes
18.2,60.3,29.4,31.93,84.04,6.6,70.09,blackgram
89.1,36.9,31.0,30.54,79.79,7.22,165.65,jute
65.0,57.6,47.4,26.23,86.83,6.3,158.21,rice
24.7,79.9,17.0,31.1,56.3,7.32,164.43,pigeonpeas
63.5,52.8,49.5,27.84,79.97,6.28,181.69,jute
99.6,12.4,48.5,25.98,74.47,6.4,57.97,watermelon
16.4,79.6,15.6,28.67,76.27,6.22,82.39,blackgram
11.4,122.8,201.7,16.03,78.37,6.25,68.83,grapes
19.2,64.6,27.3,26.25,32.45,3.87,34.82,mothbeans
67.1,45.0,38.4,30.98,82.25,6.66,244.84,rice
27.6,64.4,21.4,27.03,56.08,5.2,134.59,pigeonpeas
92.6,17.4,34.1,23.52,54.22,6.04,200.35,coffee
108.8,61.4,21.6,26.07,83.13,7.39,109.07,cotton
112.6,29.9,25.4,24.3,58.73,6.68,207.29,coffee
39.5,60.4,27.0,22.68,55.58,5.76,153.62,pigeonpeas
33.5,72.6,88.7,15.72,28.65,6.48,88.56,chickpea
83.6,50.3,21.0,23.09,67.22,7.25,98.18,maize
11.4,22.1,25.9,26.0,93.54,6.98,169.42,coconut
86.4,38.4,49.1,28.85,86.09,6.72,212.94,rice
34.2,49.9,19.7,33.12,86.01,7.01,42.35,mungbean
28.5,37.3,15.3,24.82,44.37,9.57,55.5,mothbeans
21.8,57.1,15.8,24.39,43.52,5.8,42.63,mothbeans
34.7,71.2,19.9,16.36,86.63,6.44,74.52,lentil
28.7,81.6,16.6,33.23,66.3,6.59,69.5,blackgram
83.7,31.4,42.2,22.05,76.3,7.4,294.84,rice
101.4,71.9,49.2,26.86,76.29,6.34,157.44,banana
26.3,136.9,193.1,23.56,94.1,5.95,108.41,apple
105.0,23.9,43.2,22.92,60.24,6.63,205.25,coffee
22.1,13.8,23.7,24.09,91.94,7.79,104.41,orange
24.8,60.8,15.9,30.91,89.68,6.25,61.4,blackgram
29.7,48.7,22.8,24.06,44.79,8.17,47.71,mothbeans
17.4,76.2,20.2,18.1,44.12,5.2,180.08,pigeonpeas
28.6,23.6,42.4,28.94,64.58,7.42,93.17,mango
20.6,122.1,199.6,16.69,92.29,5.74,110.27,apple
36.4,52.1,58.8,32.14,87.39,6.26,64.57,papaya
32.0,123.3,209.2,22.5,91.31,5.82,104.83,apple
86.0,27.8,51.4,25.09,93.43,6.94,26.56,muskmelon
21.8,80.7,20.2,34.73,89.39,6.4,61.23,blackgram
22.4,61.9,21.2,17.41,28.45,6.33,100.39,kidneybeans
80.1,55.7,43.2,21.96,76.41,6.78,153.98,rice
20.0,59.2,27.8,26.31,63.33,3.82,36.0,mothbeans
92.1,11.3,55.3,26.77,68.44,6.95,54.57,watermelon
13.7,22.0,43.5,28.31,98.76,5.75,169.38,coconut
22.4,132.6,202.3,30.23,80.46,6.13,88.06,grapes
26.9,59.5,21.5,30.37,50.84,9.26,46.44,mothbeans
17.7,76.6,27.8,27.57,60.63,6.33,61.7,blackgram
25.5,69.4,20.6,28.63,61.57,7.03,73.09,blackgram
22.9,16.1,17.7,29.86,92.46,6.99,113.86,orange
16.2,140.4,201.3,23.73,80.4,5.7,72.92,grapes
22.8,37.9,22.9,25.57,63.32,6.33,63.22,mungbean
25.6,17.8,30.0,27.72,95.64,7.5,184.42,coconut
27.8,68.1,87.8,15.73,27.45,7.96,67.6,chickpea
66.8,48.2,49.2,26.81,93.09,6.27,110.56,papaya
33.3,145.5,191.0,20.05,91.99,6.04,120.0,apple
73.5,58.3,36.5,26.23,89.06,6.23,295.77,rice
27.3,64.9,16.6,31.35,32.11,5.39,122.79,pigeonpeas
97.1,42.8,49.3,31.56,92.06,6.09,207.76,rice
74.3,59.6,44.2,27.04,70.24,6.78,199.2,jute
95.6,55.9,16.4,24.85,78.37,6.28,62.49,cotton
15.6,68.5,18.6,15.5,29.49,5.61,96.5,kidneybeans
14.3,13.2,24.8,15.01,86.97,6.38,121.51,orange
21.7,35.6,25.8,25.32,77.86,6.81,88.44,mungbean
16.2,148.6,205.7,28.2,80.18,5.67,89.35,grapes
10.9,133.0,206.5,15.49,81.75,6.43,67.11,grapes
35.8,58.6,26.0,20.31,20.76,5.99,78.0,kidneybeans
20.6,17.1,38.8,31.61,91.12,7.17,178.4,coconut
13.7,30.8,33.3,25.03,54.69,5.68,85.16,mango
97.9,28.1,32.8,21.51,58.63,7.11,185.1,coffee
99.8,36.7,28.9,26.85,55.98,5.78,67.28,maize
30.2,62.5,17.3,30.01,49.89,5.29,48.98,mothbeans
26.1,23.9,30.1,20.99,86.97,7.37,103.49,pomegranate
13.3,17.8,21.3,20.94,90.95,6.34,109.34,orange
68.7,63.5,30.7,18.8,60.44,7.26,116.68,maize
17.5,34.9,44.9,25.26,59.52,5.6,81.21,mango
96.5,51.1,31.7,25.24,70.05,6.2,107.46,cotton
27.1,66.5,27.6,20.03,47.7,4.69,97.83,pigeonpeas
22.8,14.5,37.5,26.44,96.18,6.05,125.1,coconut
112.1,33.5,44.5,26.98,56.35,7.44,206.87,coffee
29.6,67.0,29.2,22.77,68.56,7.19,54.46,lentil
20.7,79.5,29.0,15.95,24.0,5.84,112.24,kidneybeans
101.9,32.7,39.3,23.53,65.09,6.06,151.9,coffee
20.1,34.2,28.4,31.92,57.29,6.86,94.05,mango
23.2,136.5,192.4,17.25,75.72,6.24,81.36,grapes
91.1,13.9,47.3,29.92,70.4,6.97,63.2,watermelon
69.7,51.7,47.1,29.96,82.94,6.84,180.75,rice
97.1,29.5,41.6,26.99,51.36,6.45,172.42,coffee
98.8,11.5,48.8,26.7,56.56,6.19,67.34,watermelon
16.8,62.3,29.4,25.78,75.97,6.46,59.64,mungbean
91.8,15.2,37.7,19.13,63.19,7.39,217.85,coffee
82.2,56.6,19.6,26.97,74.37,6.8,71.97,maize
37.6,70.5,17.3,34.22,82.72,7.1,81.28,blackgram
29.2,57.9,17.0,27.29,86.47,6.03,77.64,mungbean
21.0,66.6,16.2,20.06,40.43,4.77,190.19,pigeonpeas
33.9,68.6,21.2,31.09,38.78,4.86,154.3,pigeonpeas
70.8,58.9,21.2,22.1,50.29,5.64,83.55,maize
47.2,63.3,99.5,16.41,19.04,6.37,95.76,chickpea
15.7,10.3,22.6,17.76,85.64,6.54,118.21,orange
75.5,56.1,30.1,27.68,74.34,7.12,152.15,jute
19.9,75.7,20.9,29.16,74.08,6.55,63.02,blackgram
62.2,59.6,48.2,26.27,85.49,7.13,195.06,jute
118.5,25.0,33.0,26.4,51.75,6.63,176.3,coffee
60.2,54.7,63.8,23.0,94.61,6.25,40.73,papaya
27.4,67.1,25.2,29.21,88.84,6.9,84.22,blackgram
20.3,16.4,5.4,27.09,92.12,6.23,117.11,orange
81.8,26.0,45.7,29.9,85.23,6.86,21.58,muskmelon
35.7,64.7,18.6,17.63,75.13,6.99,57.64,lentil
97.2,54.2,42.7,30.46,91.07,5.87,283.88,rice
96.3,21.5,36.7,21.02,62.75,6.55,210.26,coffee
35.1,64.8,18.1,15.85,24.33,5.98,110.45,kidneybeans
36.2,60.5,29.3,23.27,41.87,4.69,143.48,pigeonpeas
101.0,55.6,27.1,27.25,82.81,5.51,74.11,cotton
99.4,60.0,47.4,29.84,77.73,7.13,197.83,jute
115.7,70.9,60.0,29.59,89.3,5.55,147.75,banana
35.6,60.7,21.2,25.89,73.13,6.35,54.56,mungbean
115.7,49.5,31.7,25.18,71.78,7.38,99.25,cotton
33.2,127.3,201.9,23.84,94.11,6.46,123.2,apple
26.0,36.2,20.4,30.61,54.55,6.49,32.2,mothbeans
63.8,35.7,27.8,23.46,63.67,5.96,83.45,maize
108.7,18.7,60.7,31.54,72.54,6.21,54.88,watermelon
18.5,16.5,25.6,31.65,53.77,6.6,102.31,mango
29.6,12.6,17.8,17.74,94.8,7.41,122.6,orange
91.4,15.2,41.1,23.17,63.7,7.37,187.88,coffee
36.9,133.1,195.5,20.89,86.42,5.76,116.39,apple
105.1,28.7,64.8,27.17,74.82,6.16,47.61,watermelon
27.8,32.6,40.2,30.2,47.4,6.56,94.27,mango
14.5,23.0,34.8,30.01,95.15,5.67,193.54,coconut
39.7,36.2,24.8,29.43,88.47,6.37,66.6,mungbean
37.1,69.0,16.1,18.88,31.07,6.4,72.21,kidneybeans
28.9,50.8,24.8,27.33,85.93,6.46,74.71,mungbean
93.5,30.7,33.2,24.85,62.05,7.46,215.64,coffee
13.8,12.2,42.8,25.38,99.23,6.55,191.56,coconut
23.9,75.1,22.3,23.86,42.52,6.28,153.32,pigeonpeas
94.3,53.3,48.7,26.12,88.02,6.49,186.64,jute
26.1,78.4,25.2,21.35,87.29,5.54,60.07,lentil
20.0,69.8,26.1,32.7,74.99,6.46,89.21,blackgram
17.8,26.9,30.0,19.18,85.3,6.49,118.16,pomegranate
90.4,44.7,33.6,25.04,83.8,6.13,75.73,cotton
89.7,91.8,46.4,31.55,77.9,6.38,164.76,banana
97.2,28.6,28.7,24.8,57.88,7.19,152.58,coffee
29.4,78.8,19.9,22.16,64.06,6.08,41.51,lentil
77.2,53.2,32.9,24.46,73.26,7.34,153.8,jute
24.3,25.3,32.2,25.34,90.92,6.65,217.81,coconut
96.1,92.9,63.3,26.13,81.35,6.2,175.42,banana
95.5,63.7,32.2,25.29,66.38,6.6,65.22,maize
19.3,19.8,38.8,30.22,46.55,5.83,95.52,mango
31.9,59.1,23.4,32.41,79.86,6.53,80.44,mungbean
113.9,37.5,25.5,24.09,66.34,6.76,84.98,cotton
116.0,29.5,44.9,21.02,67.57,6.9,181.72,coffee
35.0,49.0,20.4,24.87,60.66,8.59,36.72,mothbeans
20.4,131.7,209.2,21.7,82.79,6.36,73.07,grapes
97.0,64.5,25.0,31.51,75.1,6.68,82.46,cotton
29.1,148.8,206.8,22.28,75.73,6.07,76.76,grapes
98.7,13.1,61.9,26.37,94.32,6.25,27.34,muskmelon
82.9,38.4,45.4,22.24,81.47,6.35,226.14,rice
93.6,54.5,31.3,26.28,89.11,6.59,176.31,jute
45.4,46.7,52.6,33.74,85.21,6.47,114.49,papaya
91.4,61.8,34.1,25.08,57.89,6.88,86.26,maize
67.2,32.0,44.8,26.89,91.84,5.78,269.29,rice
13.4,12.1,42.3,18.66,92.54,6.03,104.99,pomegranate
22.4,29.6,36.8,22.92,87.23,6.39,110.24,pomegranate
116.3,85.2,56.9,29.08,87.49,5.62,164.81,banana
28.7,60.2,19.4,21.64,34.31,5.55,113.42,kidneybeans
16.1,60.6,23.1,27.04,31.6,7.34,182.64,pigeonpeas
16.6,27.5,41.5,34.3,61.06,6.35,105.4,mango
94.1,15.4,46.1,27.86,85.53,6.55,23.07,muskmelon
104.3,28.4,53.5,27.56,93.02,6.53,26.84,muskmelon
26.9,74.0,76.7,18.22,31.96,7.46,63.82,chickpea
24.2,69.6,19.7,26.42,66.41,6.16,80.49,blackgram
25.9,127.5,196.7,18.42,94.59,6.3,113.76,apple
112.6,56.3,20.8,22.62,82.16,6.28,69.79,cotton
29.7,21.1,27.5,30.0,62.16,6.86,91.84,mango
82.6,22.6,55.1,28.21,73.53,6.03,63.2,watermelon
96.9,50.7,32.9,26.93,83.1,7.05,193.15,jute
16.4,69.7,28.9,16.05,30.29,5.91,99.31,kidneybeans
35.0,121.4,193.2,18.98,87.3,5.84,129.95,apple
20.5,70.4,23.2,20.38,76.95,7.4,75.6,lentil
114.9,54.4,22.3,27.01,83.1,7.08,79.91,cotton
108.4,29.7,45.9,25.2,63.47,6.19,50.92,watermelon
